Company,Product,TypeName,CPU_Company,CPU_Frequency,RAM,Memory,GPU_Company,Weight,Price,Touchscreen,Ips,ppi,os
Acer,63,Notebook,Intel,2.7,4,26,Nvidia,2.2,639.0,0,0,174.05705383053478,Windows
Dell,551,Notebook,Intel,2.5,8,10,Intel,2.18,836.0,0,0,174.05705383053478,Windows
Dell,247,Notebook,Intel,1.8,16,20,AMD,2.2,1219.24,0,0,174.05705383053478,Windows
Xiaomi,303,Notebook,Intel,1.8,16,16,Nvidia,1.95,1399.95,0,1,174.05705383053478,Others/No OS/Linux
Asus,533,Netbook,Intel,1.1,2,23,Intel,1.1,245.0,0,0,166.53583846565928,Windows
HP,28,Notebook,Intel,1.6,4,10,Intel,2.04,521.47,1,0,123.83434142318255,Windows
Asus,386,Gaming,Intel,2.8,24,29,Nvidia,2.24,2968.0,0,0,174.05705383053478,Windows
HP,370,Notebook,Intel,2.5,8,16,Nvidia,2.04,889.0,0,0,174.05705383053478,Windows
Asus,143,Gaming,Intel,2.8,16,18,Nvidia,3.0,1504.0,0,0,156.9531814888059,Windows
Lenovo,292,Gaming,Intel,2.8,8,18,Nvidia,3.2,1399.0,0,1,174.05705383053478,Windows
HP,420,Ultrabook,Intel,2.7,8,16,Intel,1.32,1399.0,0,1,204.15714584634154,Windows
Dell,279,Notebook,Intel,2.6,8,16,Intel,1.64,1279.73,0,0,193.94928855402446,Windows
HP,362,Notebook,Intel,2.0,4,4,Intel,1.63,689.0,0,0,123.83434142318255,Windows
Dell,252,Notebook,Intel,1.6,8,5,AMD,2.8,889.0,0,1,156.9531814888059,Others/No OS/Linux
Lenovo,459,Notebook,Intel,2.3,8,16,Intel,2.02,1340.0,0,0,193.94928855402446,Windows
Lenovo,209,Notebook,Intel,2.7,4,10,Nvidia,2.2,799.0,0,0,174.05705383053478,Windows
Lenovo,211,Notebook,Intel,2.0,8,22,Nvidia,2.2,459.0,0,0,123.83434142318255,Others/No OS/Linux
Dell,239,Notebook,Intel,2.5,4,26,AMD,2.3,585.0,0,0,174.05705383053478,Windows
Dell,281,Notebook,Intel,2.8,8,16,Intel,1.9,1377.0,0,0,174.05705383053478,Windows
Dell,56,Gaming,Intel,2.8,16,5,Nvidia,4.42,3012.77,0,1,156.9531814888059,Windows
Toshiba,411,Notebook,Intel,2.5,8,26,Intel,2.0,860.0,0,1,174.05705383053478,Windows
Asus,617,Notebook,Intel,2.7,8,18,Nvidia,2.0,1299.0,0,1,348.11410766106957,Windows
Mediacom,415,Notebook,Intel,1.1,4,25,Intel,1.2,369.0,0,1,204.15714584634154,Windows
Asus,385,Gaming,Intel,2.5,8,5,Nvidia,2.3,1649.0,0,1,174.05705383053478,Windows
Dell,281,Notebook,Intel,2.8,8,16,Nvidia,1.93,1369.0,0,0,174.05705383053478,Windows
Dell,247,Notebook,Intel,1.6,8,16,AMD,2.2,797.41,0,0,174.05705383053478,Windows
HP,50,Notebook,Intel,1.6,4,16,Intel,1.86,398.99,0,0,174.05705383053478,Windows
HP,313,Gaming,Intel,2.8,12,10,Nvidia,2.62,1799.0,0,0,156.9531814888059,Windows
Lenovo,476,Notebook,Intel,2.7,8,16,Nvidia,1.87,859.0,0,1,193.94928855402446,Windows
Dell,576,Ultrabook,Intel,1.8,8,16,Intel,1.2,1399.0,1,0,340.26190974390255,Windows
Dell,549,Notebook,Intel,2.0,4,4,Intel,1.6,735.87,0,0,193.94928855402446,Windows
HP,121,Ultrabook,Intel,2.7,8,16,Intel,1.34,1145.0,0,1,340.26190974390255,Windows
Acer,60,Gaming,Intel,2.5,8,10,Nvidia,2.4,798.0,0,0,174.05705383053478,Others/No OS/Linux
Asus,542,Notebook,AMD,1.8,4,26,AMD,2.0,349.0,0,0,123.83434142318255,Windows
HP,363,Notebook,Intel,2.4,4,4,Intel,2.1,705.5,0,0,174.05705383053478,Windows
Lenovo,454,Notebook,Intel,2.5,4,26,Intel,1.87,785.0,0,0,193.94928855402446,Windows
Lenovo,523,Notebook,Intel,2.3,4,10,Intel,2.15,462.35,0,0,174.05705383053478,Others/No OS/Linux
HP,50,Notebook,Intel,2.0,4,26,Intel,1.86,397.0,0,0,174.05705383053478,Windows
Lenovo,471,Notebook,Intel,2.7,8,29,Intel,1.99,1729.0,0,1,174.05705383053478,Windows
Lenovo,211,Notebook,Intel,2.0,4,4,Intel,2.2,499.0,0,0,174.05705383053478,Windows
Dell,281,Notebook,Intel,2.5,8,16,Intel,1.9,1116.99,0,0,174.05705383053478,Windows
Dell,56,Gaming,Intel,2.8,16,18,Nvidia,4.42,2699.0,0,1,156.9531814888059,Windows
HP,42,Notebook,Intel,2.0,8,10,Intel,2.65,544.15,0,0,130.79431790733827,Windows
HP,364,Notebook,Intel,2.7,8,10,Nvidia,2.63,1280.0,0,0,156.9531814888059,Windows
Asus,53,Notebook,Intel,1.1,4,26,Intel,2.0,224.0,0,0,123.83434142318255,Others/No OS/Linux
Mediacom,412,Notebook,Intel,1.44,4,23,Intel,1.35,255.0,0,1,204.15714584634154,Windows
Lenovo,212,Notebook,Intel,2.7,6,5,Nvidia,2.8,949.0,0,0,130.79431790733827,Windows
HP,32,Notebook,AMD,2.5,6,4,AMD,1.91,568.9,0,1,174.05705383053478,Windows
Dell,547,Notebook,Intel,2.0,4,10,AMD,2.18,617.9,0,0,123.83434142318255,Windows
Acer,424,2 in 1 Convertible,Intel,2.0,4,23,Intel,1.25,349.0,1,1,234.07672756520196,Windows
Lenovo,527,Notebook,Intel,2.7,4,4,Intel,2.05,630.0,0,0,174.05705383053478,Windows
HP,108,Ultrabook,Intel,1.2,16,29,Intel,1.16,1965.0,1,1,340.26190974390255,Windows
Lenovo,482,Notebook,Intel,2.8,8,16,Nvidia,3.4,2999.0,0,1,156.9531814888059,Windows
Asus,136,Notebook,Intel,2.5,8,5,Nvidia,2.5,839.0,0,0,174.05705383053478,Windows
Dell,576,Ultrabook,Intel,1.6,8,4,Intel,1.21,1599.0,1,1,408.31429169268307,Windows
Dell,281,Notebook,Intel,2.6,4,26,Intel,1.93,959.0,0,0,123.83434142318255,Windows
Fujitsu,297,Notebook,Intel,2.5,8,10,Intel,2.2,739.0,0,0,123.83434142318255,Windows
Lenovo,208,Notebook,Intel,1.1,4,26,Intel,2.2,344.0,0,0,174.05705383053478,Windows
Lenovo,459,Notebook,Intel,2.5,4,26,Intel,2.02,990.0,0,0,137.98683758583198,Windows
HP,595,Workstation,Intel,2.8,8,26,Nvidia,3.14,1860.99,0,0,130.79431790733827,Windows
HP,1,Notebook,Intel,1.6,8,22,Intel,1.94,389.0,0,0,137.98683758583198,Windows
HP,36,Notebook,AMD,3.0,6,16,AMD,1.95,649.0,0,1,174.05705383053478,Windows
Lenovo,477,Notebook,Intel,2.5,8,16,Intel,2.3,830.0,0,0,174.05705383053478,Windows
Lenovo,529,Notebook,Intel,1.6,4,26,Intel,2.05,685.0,0,0,174.05705383053478,Windows
Mediacom,414,Notebook,Intel,1.44,4,25,Intel,1.4,249.0,0,0,193.94928855402446,Windows
Toshiba,444,Ultrabook,Intel,2.7,16,29,Intel,1.24,1865.0,1,0,193.94928855402446,Windows
Lenovo,227,Gaming,Intel,2.7,32,18,Nvidia,4.6,2663.0,0,1,156.9531814888059,Windows
MSI,188,Gaming,Intel,2.9,16,31,Nvidia,4.14,2729.0,0,0,156.9531814888059,Windows
Dell,239,Notebook,Intel,2.7,8,16,AMD,2.2,749.01,0,0,174.05705383053478,Others/No OS/Linux
Mediacom,415,Notebook,Intel,1.1,4,25,Intel,1.45,389.0,0,1,193.94928855402446,Windows
Dell,281,Notebook,Intel,2.6,8,26,Intel,1.9,1008.52,0,0,123.83434142318255,Windows
HP,361,Notebook,Intel,2.4,4,4,Intel,1.49,719.0,0,0,204.15714584634154,Windows
Dell,281,Notebook,Intel,2.8,16,16,Nvidia,1.93,1537.39,0,0,174.05705383053478,Windows
Dell,89,Netbook,Intel,1.6,4,7,Intel,1.26,295.0,0,0,166.53583846565928,Others/No OS/Linux
MSI,189,Gaming,Intel,2.7,16,5,Nvidia,4.5,2349.0,0,0,156.9531814888059,Windows
HP,315,Gaming,Intel,2.8,16,18,Nvidia,3.78,1498.0,0,1,156.9531814888059,Windows
Lenovo,485,Ultrabook,Intel,2.6,12,16,Intel,1.4,1673.0,0,1,193.94928855402446,Windows
Lenovo,231,Notebook,Intel,1.8,12,10,Intel,2.2,609.0,1,0,123.83434142318255,Windows
Asus,385,Gaming,Intel,2.5,8,5,Nvidia,2.73,1770.0,0,1,156.9531814888059,Windows
Asus,434,2 in 1 Convertible,Intel,2.5,8,10,Intel,2.2,739.0,1,0,123.83434142318255,Windows
Lenovo,206,Notebook,AMD,3.6,12,29,AMD,2.2,949.0,0,0,174.05705383053478,Windows
Dell,237,2 in 1 Convertible,Intel,1.0,4,4,Intel,1.39,603.0,1,0,166.53583846565928,Windows
Samsung,310,Notebook,Intel,2.8,16,5,Nvidia,2.5,1699.0,0,0,174.05705383053478,Windows
Lenovo,526,Notebook,Intel,2.0,4,26,Intel,2.8,529.0,0,0,156.9531814888059,Others/No OS/Linux
Lenovo,198,Notebook,Intel,2.3,8,10,Intel,2.29,459.0,0,0,123.83434142318255,Windows
Lenovo,474,2 in 1 Convertible,Intel,2.7,8,29,Intel,1.37,2025.0,1,1,204.15714584634154,Windows
Lenovo,487,Notebook,Intel,2.5,8,16,Intel,1.7,1474.0,0,1,193.94928855402446,Windows
Dell,278,2 in 1 Convertible,Intel,2.5,8,16,Intel,1.34,1670.0,1,0,217.2232031805074,Windows
Dell,350,Workstation,Intel,2.8,8,16,Nvidia,2.06,1763.0,1,0,174.05705383053478,Windows
HP,112,Notebook,Intel,2.7,8,16,Intel,1.84,1219.0,0,0,174.05705383053478,Windows
HP,363,Notebook,Intel,2.4,4,26,Intel,2.1,668.48,0,0,123.83434142318255,Windows
Acer,57,Notebook,Intel,1.1,4,23,Intel,1.6,329.0,0,0,193.94928855402446,Windows
MSI,272,Gaming,Intel,2.7,16,5,Nvidia,4.14,2199.0,0,0,156.9531814888059,Windows
Dell,547,Notebook,Intel,2.0,4,10,AMD,2.18,465.0,0,0,123.83434142318255,Others/No OS/Linux
MSI,177,Gaming,Intel,2.8,16,20,Nvidia,1.8,2299.0,0,0,348.11410766106957,Windows
Toshiba,451,Notebook,Intel,2.5,8,16,Intel,2.2,1399.0,0,1,174.05705383053478,Windows
Lenovo,203,Notebook,Intel,2.5,6,10,Intel,2.4,564.0,0,0,174.05705383053478,Windows
Lenovo,586,2 in 1 Convertible,Intel,2.8,8,16,Intel,2.0,1299.0,1,1,174.05705383053478,Windows
Acer,432,Notebook,Intel,1.6,4,2,Intel,1.6,349.0,0,0,137.98683758583198,Windows
Lenovo,480,Notebook,Intel,3.1,32,12,Nvidia,2.5,4899.0,0,1,348.11410766106957,Windows
Dell,254,Gaming,Intel,2.6,16,10,Nvidia,2.59,879.01,0,0,174.05705383053478,Windows
Dell,547,Notebook,Intel,2.0,4,10,Intel,2.18,443.9,0,0,123.83434142318255,Others/No OS/Linux
Dell,239,Notebook,Intel,2.0,4,10,Intel,2.25,359.0,0,0,123.83434142318255,Others/No OS/Linux
Dell,281,Notebook,Intel,2.6,4,26,Intel,1.93,869.0,0,0,123.83434142318255,Others/No OS/Linux
Asus,138,Gaming,Intel,2.8,8,5,Nvidia,3.0,1168.0,0,0,156.9531814888059,Windows
Dell,547,Notebook,Intel,2.5,4,4,AMD,2.18,569.0,0,0,174.05705383053478,Others/No OS/Linux
HP,112,Ultrabook,Intel,2.7,8,29,Intel,1.84,1389.0,0,0,174.05705383053478,Windows
MSI,184,Gaming,Intel,2.8,16,18,Nvidia,2.94,2267.86,0,0,174.05705383053478,Windows
Acer,88,2 in 1 Convertible,Intel,1.6,4,23,Intel,1.25,379.0,1,1,166.53583846565928,Others/No OS/Linux
HP,366,Notebook,Intel,2.6,8,16,Intel,2.31,1124.0,0,0,137.98683758583198,Windows
Lenovo,467,Notebook,Intel,2.3,8,16,Intel,1.65,1465.0,0,0,193.94928855402446,Windows
Dell,247,Notebook,Intel,1.6,4,10,AMD,2.2,776.0,0,0,174.05705383053478,Windows
Fujitsu,296,Notebook,Intel,2.5,8,16,Intel,2.2,799.0,0,0,123.83434142318255,Windows
HP,112,Notebook,Intel,2.3,4,26,Intel,1.88,932.0,0,0,123.83434142318255,Windows
Lenovo,209,Notebook,Intel,2.7,8,10,Nvidia,2.2,899.0,0,0,174.05705383053478,Windows
Mediacom,413,Notebook,Intel,1.44,2,23,Intel,1.4,239.0,0,0,193.94928855402446,Windows
Lenovo,210,Notebook,Intel,2.5,4,4,Intel,2.2,468.0,0,0,174.05705383053478,Others/No OS/Linux
Asus,374,2 in 1 Convertible,Intel,2.5,6,10,Intel,1.5,639.01,1,0,204.15714584634154,Windows
Dell,577,Notebook,Intel,2.8,8,16,Nvidia,2.0,1820.0,0,0,174.05705383053478,Windows
Asus,599,Ultrabook,Intel,2.7,16,29,Intel,1.1,1900.0,0,0,193.94928855402446,Windows
Dell,256,Gaming,Intel,2.8,16,18,Nvidia,2.62,1479.0,0,0,174.05705383053478,Windows
Lenovo,528,Notebook,Intel,1.6,4,16,Intel,1.8,829.0,0,0,174.05705383053478,Windows
Lenovo,232,Notebook,Intel,2.0,4,10,Nvidia,2.2,579.0,0,0,174.05705383053478,Windows
Asus,560,Notebook,Intel,1.1,8,10,Intel,2.0,399.0,0,0,123.83434142318255,Windows
Asus,539,Notebook,Intel,2.5,8,10,Nvidia,1.99,906.62,0,0,174.05705383053478,Windows
Dell,576,Ultrabook,Intel,1.6,8,16,Intel,1.23,1869.0,1,0,340.26190974390255,Windows
Lenovo,196,Notebook,Intel,1.6,2,23,Intel,1.42,249.0,0,0,137.98683758583198,Windows
Lenovo,494,2 in 1 Convertible,Intel,2.7,8,16,Intel,1.37,1757.42,1,1,204.15714584634154,Windows
Dell,577,Notebook,Intel,2.8,16,12,Nvidia,2.06,2399.0,1,0,348.11410766106957,Windows
Lenovo,291,Gaming,Intel,2.8,8,5,Nvidia,2.5,1109.0,0,1,174.05705383053478,Windows
HP,39,Notebook,AMD,3.0,8,10,AMD,2.6,520.9,0,0,133.10245292923247,Windows
Lenovo,472,Ultrabook,Intel,2.7,16,29,Intel,1.14,2450.0,0,1,193.94928855402446,Windows
Asus,383,Gaming,Intel,2.8,8,10,Nvidia,2.5,1169.0,0,1,174.05705383053478,Others/No OS/Linux
Acer,127,Notebook,Intel,2.0,4,26,Intel,2.4,450.0,0,0,123.83434142318255,Windows
Lenovo,196,Notebook,Intel,1.6,4,23,Intel,1.43,274.0,0,0,137.98683758583198,Windows
Acer,430,Ultrabook,Intel,2.5,8,16,Intel,1.8,919.0,0,1,193.94928855402446,Windows
Razer,85,Gaming,Intel,2.8,16,16,Nvidia,1.95,2599.0,0,0,193.94928855402446,Windows
Toshiba,340,Notebook,Intel,2.3,8,16,Intel,1.2,1213.0,0,0,204.15714584634154,Windows
Lenovo,493,Ultrabook,Intel,2.7,8,16,Intel,1.36,1584.0,0,1,217.2232031805074,Windows
Asus,379,Gaming,Intel,2.7,32,29,Nvidia,3.8,2799.0,0,1,156.9531814888059,Windows
Acer,54,Gaming,Intel,2.5,8,10,Nvidia,2.4,709.0,0,0,174.05705383053478,Others/No OS/Linux
Dell,576,Ultrabook,Intel,1.6,8,16,Intel,1.2,1449.9,0,0,204.15714584634154,Windows
MSI,162,Gaming,Intel,2.8,8,5,Nvidia,2.2,1191.8,0,0,174.05705383053478,Windows
HP,50,Notebook,Intel,2.0,4,26,Intel,1.86,364.9,0,0,123.83434142318255,Others/No OS/Linux
Toshiba,442,Notebook,Intel,2.5,8,26,Intel,2.0,1064.0,0,1,174.05705383053478,Windows
Dell,247,Notebook,Intel,1.8,8,16,AMD,2.2,919.0,0,0,174.05705383053478,Windows
Dell,247,Notebook,Intel,1.8,16,20,AMD,2.2,1135.0,0,0,174.05705383053478,Windows
Lenovo,225,Gaming,Intel,2.6,8,5,Nvidia,3.31,1196.0,0,1,174.05705383053478,Windows
Dell,56,Gaming,Intel,2.8,32,31,Nvidia,4.42,3147.37,0,1,313.9063629776118,Windows
Dell,290,Notebook,Intel,2.4,8,16,Intel,1.56,1229.0,0,0,193.94928855402446,Windows
Lenovo,229,Notebook,Intel,1.1,4,26,Intel,2.2,419.0,0,0,123.83434142318255,Windows
Lenovo,211,Notebook,Intel,2.3,4,26,Intel,2.2,535.0,0,0,174.05705383053478,Windows
HP,14,Notebook,Intel,2.0,6,10,AMD,2.04,539.0,0,0,174.05705383053478,Windows
MSI,172,Gaming,Intel,2.8,8,5,Nvidia,2.7,1486.77,0,0,156.9531814888059,Windows
Toshiba,411,Notebook,Intel,2.1,4,4,Intel,2.1,498.0,0,0,123.83434142318255,Windows
Dell,277,Notebook,Intel,2.5,8,10,Intel,2.06,955.0,0,0,174.05705383053478,Windows
HP,19,Notebook,Intel,2.7,8,10,AMD,2.1,745.0,0,0,174.05705383053478,Windows
Toshiba,452,Notebook,Intel,2.5,8,16,Intel,2.0,1258.0,0,1,174.05705383053478,Windows
Acer,58,Notebook,Intel,2.0,4,4,Intel,2.1,412.0,0,0,123.83434142318255,Others/No OS/Linux
Microsoft,429,Ultrabook,Intel,2.8,8,16,Intel,1.252,1867.85,1,0,236.33079975657054,Windows
Lenovo,525,Notebook,Intel,2.5,8,5,AMD,1.9,817.95,0,0,174.05705383053478,Windows
Lenovo,585,2 in 1 Convertible,Intel,2.5,8,16,Intel,1.3,1034.0,1,1,204.15714584634154,Windows
Lenovo,207,Notebook,AMD,2.2,4,4,AMD,2.2,349.0,0,0,123.83434142318255,Windows
HP,329,2 in 1 Convertible,Intel,2.4,4,4,Nvidia,1.63,699.0,1,1,193.94928855402446,Windows
MSI,165,Gaming,Intel,2.8,16,18,Nvidia,2.4,1294.0,0,0,174.05705383053478,Windows
Asus,611,Ultrabook,Intel,2.5,8,16,Intel,1.1,1135.0,0,0,193.94928855402446,Windows
HP,102,2 in 1 Convertible,Intel,1.1,8,35,Intel,1.4,495.0,1,0,166.53583846565928,Others/No OS/Linux
LG,195,Ultrabook,Intel,1.8,8,29,Intel,1.09,2299.0,0,1,174.05705383053478,Windows
Acer,80,Gaming,Intel,2.5,16,16,Nvidia,2.5,1299.0,0,0,174.05705383053478,Windows
MSI,192,Gaming,Intel,2.5,8,16,Nvidia,2.2,997.9,0,0,174.05705383053478,Windows
Asus,268,Notebook,Intel,1.1,4,4,Intel,1.86,419.0,0,0,123.83434142318255,Windows
Dell,55,Gaming,Intel,2.5,16,5,Nvidia,3.21,2051.0,0,0,174.05705383053478,Windows
HP,46,Notebook,Intel,2.0,4,16,AMD,2.5,699.0,0,1,156.9531814888059,Windows
Lenovo,587,2 in 1 Convertible,Intel,1.8,8,29,Intel,1.19,1499.0,1,1,204.15714584634154,Windows
Dell,55,Gaming,Intel,2.9,16,18,Nvidia,3.49,2813.75,0,0,174.05705383053478,Windows
HP,50,Notebook,Intel,2.5,4,26,AMD,1.86,612.61,0,0,123.83434142318255,Windows
Dell,239,Notebook,Intel,2.0,4,10,AMD,2.2,545.67,0,0,123.83434142318255,Windows
HP,43,Notebook,AMD,2.4,6,22,AMD,2.65,569.0,0,1,156.9531814888059,Windows
Lenovo,506,Notebook,Intel,1.6,4,26,Intel,2.1,318.0,0,0,123.83434142318255,Windows
Acer,91,Notebook,Intel,1.6,4,23,Intel,1.45,375.0,0,0,137.98683758583198,Others/No OS/Linux
Lenovo,221,Notebook,Intel,2.5,4,16,Intel,1.7,699.0,0,0,193.94928855402446,Windows
HP,595,Workstation,Intel,2.8,8,26,Nvidia,3.14,1907.99,0,0,156.9531814888059,Windows
Lenovo,472,2 in 1 Convertible,Intel,2.7,8,16,Intel,1.42,2590.0,1,0,258.59905140536597,Windows
Toshiba,411,Notebook,Intel,2.5,8,16,Intel,1.5,973.0,0,1,204.15714584634154,Windows
Acer,496,Netbook,Intel,1.6,4,23,Intel,1.4,269.0,0,0,166.53583846565928,Windows
Lenovo,590,2 in 1 Convertible,Intel,2.7,16,29,Intel,1.38,1749.0,1,0,193.94928855402446,Windows
Asus,99,2 in 1 Convertible,Intel,0.9,4,35,Intel,1.2,669.0,1,0,217.2232031805074,Others/No OS/Linux
Toshiba,346,Ultrabook,Intel,2.5,16,29,Intel,1.36,1877.0,1,0,204.15714584634154,Windows
HP,18,Notebook,Intel,2.7,4,26,AMD,2.1,689.0,0,1,174.05705383053478,Windows
Dell,248,Gaming,Intel,2.5,8,10,Nvidia,2.56,819.0,0,0,174.05705383053478,Windows
Lenovo,207,Notebook,AMD,2.9,4,16,AMD,2.2,399.0,0,0,174.05705383053478,Windows
Lenovo,206,Notebook,AMD,3.6,8,10,AMD,2.2,429.0,0,0,123.83434142318255,Windows
Lenovo,516,Notebook,Intel,2.5,4,11,Intel,2.1,621.45,0,0,174.05705383053478,Windows
Lenovo,522,Notebook,Intel,2.0,4,26,Intel,1.9,450.0,0,0,123.83434142318255,Others/No OS/Linux
Dell,551,Notebook,Intel,2.5,8,16,Intel,2.18,795.0,0,0,174.05705383053478,Windows
Acer,423,2 in 1 Convertible,Intel,1.6,8,16,Intel,1.6,999.0,1,1,204.15714584634154,Windows
Lenovo,463,Workstation,Intel,2.5,16,29,Nvidia,2.18,1855.0,0,0,174.05705383053478,Windows
Lenovo,484,Notebook,Intel,2.3,8,16,Intel,1.8,1191.0,0,0,193.94928855402446,Windows
HP,45,Notebook,AMD,2.5,6,22,AMD,2.71,655.01,0,1,156.9531814888059,Windows
Lenovo,291,Gaming,Intel,2.8,8,5,Nvidia,2.5,1249.0,0,1,174.05705383053478,Windows
Dell,279,Notebook,Intel,2.8,8,16,Nvidia,1.64,1089.0,0,0,193.94928855402446,Others/No OS/Linux
Dell,551,Notebook,Intel,2.5,8,10,Intel,1.98,726.0,0,0,174.05705383053478,Others/No OS/Linux
Asus,535,Notebook,Intel,1.1,4,23,Intel,1.5,298.0,0,0,193.94928855402446,Windows
Dell,281,Notebook,Intel,2.6,16,29,Intel,1.93,1426.66,0,0,174.05705383053478,Windows
Lenovo,476,Notebook,Intel,2.5,8,16,Nvidia,1.87,857.07,0,1,193.94928855402446,Windows
Dell,281,Notebook,Intel,2.6,8,16,Intel,1.9,1179.0,0,0,174.05705383053478,Windows
Lenovo,0,Notebook,AMD,2.0,4,26,AMD,2.19,298.0,0,0,123.83434142318255,Windows
Mediacom,416,Notebook,Intel,1.92,4,24,Intel,1.4,265.0,0,1,193.94928855402446,Windows
HP,364,Notebook,Intel,2.7,8,16,Nvidia,2.63,1200.0,0,0,156.9531814888059,Windows
Lenovo,472,Ultrabook,Intel,2.5,8,29,Intel,1.17,1686.64,0,1,258.59905140536597,Windows
HP,329,2 in 1 Convertible,Intel,2.5,8,16,Intel,1.58,836.6,1,1,145.2493027219284,Windows
Lenovo,469,Ultrabook,Intel,2.5,8,16,Intel,1.32,1499.0,0,1,193.94928855402446,Windows
Dell,56,Gaming,Intel,2.8,32,13,Nvidia,4.36,3659.4,0,0,313.9063629776118,Windows
MSI,164,Gaming,Intel,2.8,8,5,Nvidia,2.7,1348.48,0,0,156.9531814888059,Windows
Lenovo,517,Notebook,Intel,2.5,4,10,Intel,1.9,489.9,0,0,123.83434142318255,Others/No OS/Linux
Dell,247,Notebook,Intel,1.6,8,5,AMD,2.2,719.0,0,0,174.05705383053478,Windows
Dell,243,2 in 1 Convertible,Intel,2.4,4,10,Intel,1.71,649.0,1,0,204.15714584634154,Windows
Dell,245,Notebook,Intel,2.5,8,10,AMD,2.32,589.52,0,0,123.83434142318255,Others/No OS/Linux
HP,11,Notebook,AMD,3.0,4,10,AMD,2.1,489.0,0,0,174.05705383053478,Windows
Acer,355,Gaming,Intel,2.6,16,5,Nvidia,4.2,1935.0,0,1,156.9531814888059,Windows
Dell,239,Notebook,Intel,2.5,12,10,Intel,2.25,649.0,0,0,123.83434142318255,Windows
HP,12,Notebook,AMD,3.0,6,5,AMD,2.1,650.0,0,0,174.05705383053478,Windows
Acer,128,Notebook,Intel,2.5,4,26,Intel,2.4,559.0,0,0,123.83434142318255,Windows
Lenovo,453,Notebook,Intel,2.5,8,16,Intel,1.44,960.0,0,1,204.15714584634154,Windows
Lenovo,519,Notebook,Intel,2.7,4,10,Intel,1.85,779.0,0,0,174.05705383053478,Windows
HP,593,Workstation,Intel,2.8,16,16,Nvidia,2.6,2419.0,0,0,174.05705383053478,Windows
Dell,244,2 in 1 Convertible,Intel,1.6,8,10,Intel,1.55,659.0,1,0,204.15714584634154,Windows
MSI,177,Gaming,Intel,2.8,16,18,Nvidia,1.8,2094.48,0,0,174.05705383053478,Windows
Acer,76,Notebook,Intel,2.0,4,26,Intel,2.4,410.8,0,0,123.83434142318255,Windows
Dell,255,Notebook,Intel,2.7,8,5,Nvidia,2.0,1207.0,0,0,174.05705383053478,Windows
Dell,547,Notebook,Intel,2.0,8,16,Intel,2.0,665.0,0,0,123.83434142318255,Windows
Toshiba,443,Notebook,Intel,2.5,8,16,Intel,1.25,1535.0,1,1,193.94928855402446,Windows
Lenovo,144,2 in 1 Convertible,Intel,2.5,8,16,Intel,1.7,999.0,1,0,193.94928855402446,Windows
Lenovo,481,Workstation,Intel,2.8,16,12,Nvidia,2.5,3299.0,0,1,348.11410766106957,Windows
Acer,91,Notebook,Intel,1.6,2,23,Intel,1.68,330.0,0,0,137.98683758583198,Others/No OS/Linux
Samsung,309,Ultrabook,Intel,2.7,16,16,Intel,0.81,1649.0,0,0,204.15714584634154,Windows
HP,50,Notebook,Intel,2.0,8,16,Intel,1.86,539.0,0,0,174.05705383053478,Windows
Dell,279,Notebook,Intel,2.5,8,16,Intel,1.6,1126.71,0,0,137.98683758583198,Windows
HP,598,Workstation,Intel,2.9,16,16,Nvidia,3.0,4389.0,0,1,156.9531814888059,Windows
Lenovo,304,Netbook,Intel,1.6,4,4,Intel,1.4,475.0,1,0,166.53583846565928,Windows
HP,112,Notebook,Intel,2.4,8,16,Intel,1.84,1900.0,0,0,174.05705383053478,Windows
Asus,566,Notebook,Intel,2.3,4,10,Nvidia,2.45,579.0,0,0,123.83434142318255,Others/No OS/Linux
Lenovo,483,Ultrabook,Intel,2.3,4,9,Intel,1.7,1096.0,0,0,193.94928855402446,Windows
Asus,358,Notebook,Intel,2.7,4,16,Intel,2.37,849.9,0,0,123.83434142318255,Windows
Lenovo,588,2 in 1 Convertible,Intel,1.8,8,16,Intel,1.3,1199.0,1,1,340.26190974390255,Windows
HP,35,Notebook,Intel,2.5,8,5,Nvidia,2.2,1099.0,0,1,174.05705383053478,Windows
HP,593,Workstation,Intel,2.6,8,16,Nvidia,2.59,1561.0,0,0,174.05705383053478,Windows
Dell,56,Gaming,Intel,2.8,16,18,Nvidia,4.42,2868.99,0,1,348.11410766106957,Windows
Acer,58,Notebook,Intel,2.5,4,16,Intel,2.1,599.0,0,0,123.83434142318255,Windows
Lenovo,291,Gaming,Intel,2.8,8,5,Nvidia,2.5,1048.0,0,1,174.05705383053478,Windows
Dell,283,Ultrabook,Intel,2.8,16,16,Intel,1.18,1859.0,0,0,217.2232031805074,Windows
Google,331,Ultrabook,Intel,1.2,8,16,Intel,1.1,1559.0,1,0,275.94410973133563,Others/No OS/Linux
Asus,613,Ultrabook,Intel,2.5,8,16,Intel,1.2,1129.0,0,1,340.26190974390255,Windows
Dell,274,Notebook,Intel,2.0,4,26,Intel,1.65,849.0,0,0,145.2493027219284,Windows
Acer,497,Notebook,Intel,2.3,4,4,Intel,1.6,655.0,0,0,145.2493027219284,Windows
Asus,573,Notebook,Intel,1.1,4,10,Nvidia,2.8,470.34,0,0,111.66564891339004,Windows
Dell,254,Gaming,Intel,2.6,16,5,Nvidia,2.72,1099.0,1,1,348.11410766106957,Windows
